"0.705","0.535","0.18","1.685","0.693","0.42","0.4045","12"
"0.71","0.565","0.205","2.198","1.012","0.5225","0.5475","11"
"0.715","0.565","0.175","1.9525","0.7645","0.4185","0.4135","10"
"0.715","0.525","0.185","1.56","0.6655","0.383","0.405","11"
"0.735","0.6","0.22","2.555","1.1335","0.44","0.6","11"
"0.765","0.6","0.22","2.302","1.007","0.509","0.6205","12"
"0.185","0.13","0.045","0.029","0.012","0.0075","0.0095","4"
"0.195","0.15","0.045","0.0375","0.018","0.006","0.011","3"
"0.195","0.135","0.04","0.0325","0.0135","0.005","0.0095","4"
"0.2","0.155","0.04","0.0435","0.0155","0.009","0.007","4"
"0.225","0.165","0.055","0.059","0.027","0.0125","0.015","4"
"0.245","0.18","0.065","0.071","0.03","0.013","0.0215","4"
"0.25","0.18","0.065","0.0685","0.0245","0.0155","0.0225","5"
"0.265","0.195","0.055","0.084","0.0365","0.0175","0.025","7"
"0.275","0.195","0.065","0.106","0.054","0.02","0.028","6"
"0.28","0.21","0.085","0.1075","0.0415","0.024","0.034","5"
"0.285","0.22","0.065","0.096","0.0405","0.0205","0.03","5"
"0.3","0.22","0.08","0.1255","0.055","0.0265","0.039","6"
"0.315","0.235","0.055","0.151","0.065","0.027","0.039","6"
"0.32","0.225","0.085","0.1415","0.0675","0.0295","0.0405","6"
"0.34","0.265","0.08","0.2015","0.09","0.0475","0.055","5"
"0.37","0.28","0.1","0.221","0.1165","0.0265","0.0635","6"
"0.375","0.28","0.08","0.2345","0.1125","0.0455","0.067","6"
"0.375","0.275","0.1","0.2325","0.1165","0.042","0.065","6"
"0.385","0.29","0.08","0.2485","0.122","0.0495","0.065","7"
"0.4","0.32","0.095","0.348","0.194","0.053","0.087","6"
"0.405","0.3","0.11","0.32","0.172","0.044","0.093","7"
"0.41","0.3","0.1","0.282","0.1255","0.057","0.0875","7"
"0.41","0.325","0.1","0.3245","0.132","0.072","0.106","6"
"0.42","0.3","0.105","0.316","0.1255","0.07","0.1035","7"
"0.42","0.32","0.11","0.3625","0.174","0.0635","0.105","7"
"0.42","0.31","0.095","0.279","0.1255","0.051","0.088","6"
"0.425","0.325","0.115","0.3685","0.162","0.0865","0.1045","7"
"0.43","0.335","0.12","0.397","0.1985","0.0865","0.1035","7"
"0.435","0.33","0.11","0.413","0.2055","0.096","0.096","6"
"0.435","0.345","0.115","0.418","0.222","0.0735","0.106","7"
"0.44","0.33","0.11","0.3705","0.1545","0.084","0.12","7"
"0.445","0.345","0.105","0.409","0.1675","0.1015","0.117","7"
"0.445","0.34","0.145","0.434","0.1945","0.0905","0.13","7"
"0.445","0.335","0.11","0.411","0.1985","0.0935","0.109","8"
"0.45","0.365","0.125","0.462","0.2135","0.0985","0.1315","8"
"0.45","0.34","0.12","0.4925","0.241","0.1075","0.12","6"
"0.45","0.33","0.105","0.3715","0.1865","0.0785","0.0975","7"
"0.45","0.33","0.1","0.411","0.1945","0.1","0.098","6"
"0.45","0.33","0.11","0.3685","0.16","0.0885","0.102","6"
"0.46","0.35","0.115","0.4155","0.18","0.098","0.1175","7"
"0.47","0.36","0.105","0.544","0.27","0.1395","0.129","7"
"0.47","0.38","0.125","0.4845","0.211","0.1075","0.142","6"
"0.475","0.35","0.11","0.4565","0.206","0.099","0.13","6"
"0.475","0.35","0.1","0.4545","0.2165","0.111","0.115","7"
"0.48","0.38","0.125","0.6245","0.3395","0.1085","0.1665","8"
"0.49","0.465","0.125","0.5225","0.235","0.13","0.141","7"
"0.5","0.375","0.14","0.5495","0.248","0.112","0.1585","7"
"0.5","0.375","0.12","0.542","0.215","0.116","0.17","9"
"0.5","0.38","0.125","0.519","0.2485","0.1135","0.134","8"
"0.5","0.39","0.125","0.5215","0.2485","0.117","0.131","6"
"0.505","0.39","0.125","0.5445","0.246","0.15","0.1405","7"
"0.51","0.405","0.125","0.6795","0.3465","0.1395","0.182","8"
"0.51","0.4","0.125","0.545","0.261","0.115","0.1385","6"
"0.51","0.4","0.125","0.5575","0.2615","0.1195","0.1525","9"
"0.51","0.38","0.115","0.5155","0.215","0.1135","0.166","8"
"0.515","0.385","0.125","0.6115","0.3175","0.1265","0.15","8"
"0.52","0.4","0.145","0.7765","0.3525","0.1845","0.185","9"
"0.52","0.38","0.135","0.5395","0.2295","0.133","0.157","8"
"0.52","0.38","0.125","0.5545","0.288","0.1295","0.167","8"
"0.52","0.46","0.15","1.019","0.523","0.1985","0.254","7"
"0.525","0.4","0.13","0.6455","0.325","0.1245","0.17","8"
"0.525","0.4","0.14","0.601","0.2625","0.1285","0.1835","9"
"0.525","0.405","0.12","0.7555","0.3755","0.1555","0.201","9"
"0.525","0.395","0.12","0.608","0.297","0.1395","0.1405","8"
"0.53","0.4","0.125","0.617","0.279","0.127","0.19","8"
"0.535","0.39","0.125","0.599","0.2595","0.149","0.169","9"
"0.54","0.42","0.14","0.6665","0.3125","0.138","0.1895","10"
"0.545","0.39","0.135","0.7835","0.4225","0.1815","0.156","7"
"0.545","0.41","0.12","0.793","0.434","0.1405","0.19","9"
"0.545","0.415","0.14","0.82","0.4615","0.127","0.218","9"
"0.55","0.415","0.135","0.8145","0.427","0.1855","0.175","8"
"0.55","0.43","0.15","0.84","0.395","0.195","0.223","8"
"0.55","0.425","0.15","0.8315","0.411","0.1765","0.2165","10"
"0.56","0.43","0.145","0.8995","0.464","0.1775","0.234","9"
"0.56","0.445","0.16","0.8965","0.42","0.2175","0.2215","8"
"0.56","0.44","0.155","0.6405","0.336","0.1765","0.245","8"
"0.56","0.415","0.145","0.852","0.43","0.1885","0.205","8"
"0.565","0.455","0.15","0.9595","0.4565","0.2395","0.23","9"
"0.565","0.435","0.15","0.99","0.5795","0.1825","0.206","8"
"0.565","0.45","0.175","1.0095","0.447","0.2375","0.2645","9"
"0.57","0.46","0.15","1.0375","0.5415","0.2035","0.25","9"
"0.57","0.445","0.145","0.8775","0.412","0.217","0.22","8"
"0.57","0.44","0.15","0.755","0.3425","0.16","0.224","8"
"0.575","0.46","0.145","0.9945","0.466","0.229","0.265","7"
"0.575","0.45","0.16","1.068","0.556","0.214","0.2575","10"
"0.575","0.435","0.14","0.8455","0.401","0.191","0.222","9"
"0.575","0.47","0.165","0.869","0.435","0.197","0.238","9"
"0.575","0.455","0.135","0.907","0.4245","0.197","0.26","9"
"0.575","0.435","0.13","0.805","0.3155","0.2155","0.245","10"
"0.575","0.445","0.17","1.0225","0.549","0.2175","0.228","9"
"0.575","0.445","0.145","0.847","0.415","0.1945","0.22","9"
"0.58","0.455","0.15","1.114","0.4765","0.2155","0.265","8"
"0.58","0.455","0.195","1.859","0.945","0.426","0.441","9"
"0.58","0.445","0.135","0.814","0.3775","0.1915","0.22","9"
"0.58","0.45","0.14","0.9615","0.486","0.1815","0.253","9"
"0.58","0.45","0.145","1.0025","0.547","0.1975","0.2295","8"
"0.58","0.45","0.155","0.93","0.385","0.246","0.265","9"
"0.585","0.46","0.145","0.9335","0.478","0.1825","0.235","9"
"0.585","0.465","0.16","0.9555","0.4595","0.236","0.265","7"
"0.59","0.47","0.15","0.9955","0.481","0.232","0.24","8"
"0.6","0.475","0.16","1.0265","0.485","0.2495","0.2565","9"
"0.6","0.455","0.17","1.1915","0.696","0.2395","0.24","8"
"0.6","0.465","0.15","1.1025","0.5455","0.262","0.25","8"
"0.6","0.465","0.155","1.0165","0.512","0.2465","0.225","10"
"0.605","0.47","0.165","1.1775","0.611","0.2275","0.292","9"
"0.605","0.475","0.14","1.1175","0.555","0.257","0.274","9"
"0.605","0.48","0.17","1.1835","0.582","0.2365","0.317","10"
"0.605","0.475","0.165","1.056","0.433","0.2195","0.357","9"
"0.61","0.485","0.16","1.0145","0.5315","0.212","0.2415","8"
"0.61","0.485","0.145","1.3305","0.783","0.2255","0.2865","9"
"0.61","0.47","0.165","1.052","0.498","0.242","0.267","9"
"0.615","0.46","0.17","1.0565","0.4815","0.272","0.27","10"
"0.615","0.465","0.15","0.923","0.4615","0.1825","0.2415","9"
"0.615","0.475","0.155","1.027","0.447","0.25","0.285","9"
"0.62","0.47","0.135","1.0195","0.5315","0.2005","0.2475","8"
"0.62","0.45","0.2","0.858","0.4285","0.1525","0.2405","8"
"0.62","0.48","0.16","1.1125","0.5635","0.2445","0.281","8"
"0.625","0.485","0.175","1.3745","0.7335","0.2715","0.332","9"
"0.625","0.48","0.185","1.2065","0.587","0.29","0.286","8"
"0.63","0.47","0.155","1.1325","0.589","0.211","0.287","8"
"0.63","0.5","0.175","1.2645","0.5635","0.3065","0.3425","10"
"0.635","0.495","0.015","1.1565","0.5115","0.308","0.2885","9"
"0.64","0.515","0.165","1.369","0.632","0.3415","0.358","10"
"0.645","0.53","0.195","1.39","0.6465","0.2945","0.3735","10"
"0.645","0.48","0.17","1.1345","0.528","0.254","0.305","10"
"0.65","0.5","0.19","1.464","0.6415","0.339","0.4245","9"
"0.65","0.5","0.155","1.202","0.565","0.3135","0.294","11"
"0.655","0.515","0.16","1.31","0.553","0.369","0.345","11"
"0.655","0.51","0.175","1.415","0.5885","0.3725","0.364","10"
"0.66","0.53","0.185","1.346","0.546","0.2705","0.476","11"
"0.665","0.525","0.16","1.363","0.629","0.279","0.34","8"
"0.665","0.5","0.17","1.2975","0.6035","0.291","0.3595","9"
"0.67","0.505","0.205","1.3645","0.6075","0.3025","0.353","9"
"0.685","0.54","0.215","1.7025","0.664","0.3655","0.4735","14"
"0.685","0.52","0.165","1.519","0.699","0.3685","0.4","10"
"0.69","0.54","0.155","1.454","0.624","0.3105","0.39","9"
"0.69","0.53","0.21","1.583","0.7355","0.405","0.3865","12"
"0.69","0.53","0.17","1.5535","0.7945","0.3485","0.3695","9"
"0.695","0.56","0.185","1.74","0.885","0.3715","0.4375","10"
"0.7","0.565","0.18","1.751","0.895","0.3355","0.446","9"
"0.7","0.575","0.19","2.273","1.095","0.418","0.638","12"
"0.7","0.525","0.19","1.6465","0.8545","0.307","0.3995","9"
"0.705","0.55","0.17","1.219","0.6395","0.236","0.301","9"
"0.71","0.56","0.18","1.652","0.735","0.381","0.4525","11"
"0.715","0.55","0.19","2.0045","1.0465","0.407","0.5075","12"
"0.715","0.535","0.19","1.6755","0.889","0.313","0.42","10"
"0.72","0.58","0.195","2.103","1.0265","0.48","0.5375","10"
"0.72","0.55","0.2","1.9965","0.9035","0.469","0.5215","10"
"0.72","0.565","0.145","1.187","0.691","0.1945","0.2685","8"
"0.725","0.505","0.185","1.978","1.026","0.4255","0.4505","12"
"0.73","0.575","0.185","1.8795","0.931","0.38","0.4825","12"
"0.735","0.585","0.185","2.124","0.952","0.55","0.5","11"
"0.745","0.565","0.215","1.931","0.896","0.4585","0.5","11"
"0.75","0.57","0.21","2.236","1.109","0.5195","0.545","11"
"0.755","0.625","0.21","2.505","1.1965","0.513","0.6785","11"
"0.755","0.58","0.205","2.0065","0.8295","0.4015","0.595","10"
"0.78","0.63","0.215","2.657","1.488","0.4985","0.586","11"
"0.185","0.375","0.12","0.4645","0.196","0.1045","0.15","6"
"0.245","0.205","0.06","0.0765","0.034","0.014","0.0215","4"
"0.25","0.185","0.065","0.0685","0.0295","0.014","0.0225","5"
"0.25","0.19","0.065","0.0835","0.039","0.015","0.025","5"
"0.275","0.195","0.09","0.1125","0.0545","0.0295","0.0355","6"
"0.305","0.215","0.065","0.1075","0.044","0.0205","0.038","5"
"0.31","0.225","0.07","0.1055","0.435","0.015","0.04","5"
"0.315","0.23","0.08","0.1375","0.0545","0.031","0.0445","5"
"0.315","0.23","0.07","0.1145","0.046","0.0235","0.0385","5"
"0.325","0.225","0.075","0.139","0.0565","0.032","0.09","6"
"0.33","0.25","0.095","0.2085","0.102","0.0395","0.052","7"
"0.33","0.205","0.095","0.1595","0.077","0.032","0.0435","5"
"0.335","0.245","0.09","0.2015","0.096","0.0405","0.048","7"
"0.34","0.25","0.09","0.179","0.0775","0.033","0.055","6"
"0.345","0.255","0.095","0.1945","0.0925","0.037","0.055","6"
"0.345","0.255","0.085","0.2005","0.105","0.037","0.05","5"
"0.35","0.27","0.075","0.215","0.1","0.036","0.065","6"
"0.35","0.255","0.09","0.1785","0.0855","0.0305","0.0525","8"
"0.36","0.27","0.085","0.196","0.0875","0.035","0.064","4"
"0.365","0.27","0.085","0.1875","0.081","0.042","0.058","6"
"0.365","0.27","0.085","0.196","0.0825","0.0375","0.06","7"
"0.365","0.265","0.085","0.213","0.0945","0.049","0.06","7"
"0.37","0.29","0.09","0.2445","0.089","0.0655","0.075","7"
"0.37","0.28","0.085","0.217","0.1095","0.035","0.062","6"
"0.375","0.29","0.095","0.213","0.096","0.041","0.061","5"
"0.375","0.29","0.085","0.2385","0.118","0.045","0.0695","7"
"0.375","0.275","0.09","0.218","0.093","0.0405","0.0755","6"
"0.375","0.275","0.095","0.2465","0.11","0.0415","0.0775","6"
"0.375","0.28","0.08","0.2025","0.0825","0.048","0.065","8"
"0.375","0.27","0.085","0.218","0.0945","0.039","0.07","7"
"0.38","0.275","0.11","0.256","0.11","0.0535","0.0755","6"
"0.38","0.27","0.08","0.2105","0.0865","0.042","0.07","8"
"0.385","0.29","0.09","0.2615","0.111","0.0595","0.0745","9"
"0.385","0.28","0.085","0.2175","0.097","0.038","0.067","8"
"0.385","0.3","0.095","0.302","0.152","0.0615","0.0735","7"
"0.385","0.28","0.09","0.228","0.1025","0.042","0.0655","5"
"0.39","0.3","0.095","0.3265","0.1665","0.0575","0.089","7"
"0.395","0.305","0.105","0.284","0.1135","0.0595","0.0945","8"
